2014 Form EIA-860 Data - Schedule 6Acomma 'Boiler / Cooling System Associations',,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,Boiler ID,Cooling ID,Steam Plant Type
6526,FirstEnergy Generation Corp,2878,FirstEnergy Bay Shore,3,BSCS,1
6526,FirstEnergy Generation Corp,2878,FirstEnergy Bay Shore,4,BSCS,1
6526,FirstEnergy Generation Corp,6094,FirstEnergy Bruce Mansfield,1,1,1
6526,FirstEnergy Generation Corp,6094,FirstEnergy Bruce Mansfield,2,2,1
6526,FirstEnergy Generation Corp,6094,FirstEnergy Bruce Mansfield,3,3,1
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,THB-30,TTW-60,1
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,THB-10,TTW-60,1
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,THB-50,TTW-60,1
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,THB-60,TTW-60,1
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,THB-40,TTW-60,1
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,THB-20,TTW-60,1
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,THB-60,TTW-70,1
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,THB-50,TTW-70,1
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,THB-20,TTW-70,1
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,THB-10,TTW-70,1
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,THB-40,TTW-70,1
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,THB-30,TTW-70,1
6541,Formosa Plastics Corp,56708,CFB Power Plant,H1101,W7101,1
6541,Formosa Plastics Corp,56708,CFB Power Plant,H1201,W7201,1
6589,Georgia-Pacific Consr Prods LP-Muskogee,10362,Muskogee Mill,BLR1,1,1
6589,Georgia-Pacific Consr Prods LP-Muskogee,10362,Muskogee Mill,BLR3,1,1
6589,Georgia-Pacific Consr Prods LP-Muskogee,10362,Muskogee Mill,BLR2,1,1
6589,Georgia-Pacific Consr Prods LP-Muskogee,10362,Muskogee Mill,BLR4,1,1
6616,Fort Pierce Utilities Authority,56400,Treasure Coast Energy Center,HRSG1,C-TWR1,1
6693,FPL Energy Marcus Hook LP,55801,FPL Energy Marcus Hook LP,HRSG2,TWR1,1
6693,FPL Energy Marcus Hook LP,55801,FPL Energy Marcus Hook LP,HRSG3,TWR1,1
6693,FPL Energy Marcus Hook LP,55801,FPL Energy Marcus Hook LP,HRSG1,TWR1,1
6763,Freestone Power Generation LLC,55226,Freestone Energy Center,1,1,3
6763,Freestone Power Generation LLC,55226,Freestone Energy Center,2,1,3
6763,Freestone Power Generation LLC,55226,Freestone Energy Center,4,2,3
6763,Freestone Power Generation LLC,55226,Freestone Energy Center,3,2,3
6779,City of Fremont - (NE),2240,Lon Wright,6,6,1
6779,City of Fremont - (NE),2240,Lon Wright,7,7,1
6779,City of Fremont - (NE),2240,Lon Wright,8,8,1
6832,Entergy RISE,55107,Entergy Rhode Island State Energy LP,HRSG02,CT1,1
6832,Entergy RISE,55107,Entergy Rhode Island State Energy LP,HRSG01,CT1,1
6844,FPLE Forney LP,55480,Forney Energy Center,HRSG 2,C TOW1,1
6844,FPLE Forney LP,55480,Forney Energy Center,HRSG 1,C TOW1,1
6844,FPLE Forney LP,55480,Forney Energy Center,HRSG 3,C TOW1,1
6844,FPLE Forney LP,55480,Forney Energy Center,HRSG 4,C TOW2,1
6844,FPLE Forney LP,55480,Forney Energy Center,HRSG 6,C TOW2,1
6844,FPLE Forney LP,55480,Forney Energy Center,HRSG 5,C TOW2,1
6854,NextEra Energy Seabrook LLC,6115,Seabrook,NSS1,001,3
6909,Gainesville Regional Utilities,663,Deerhaven Generating Station,B1,T1,1
6909,Gainesville Regional Utilities,663,Deerhaven Generating Station,B2,T2,1
6958,City of Garland - (TX),3576,Ray Olinger,CE1,C1,1
6958,City of Garland - (TX),3576,Ray Olinger,BW2,C2,1
6958,City of Garland - (TX),3576,Ray Olinger,BW3,C3,1
6958,City of Garland - (TX),4266,Spencer,1,1,1
6958,City of Garland - (TX),4266,Spencer,2,2,1
6958,City of Garland - (TX),4266,Spencer,3,3,1
6958,City of Garland - (TX),4266,Spencer,4,4,1
6958,City of Garland - (TX),4266,Spencer,5,5,1
7140,Georgia Power Co,649,Vogtle,NSS1,1,3
7140,Georgia Power Co,649,Vogtle,NSS2,2,3
7140,Georgia Power Co,649,Vogtle,NSS3,3,3
7140,Georgia Power Co,649,Vogtle,NSS4,4,3
7140,Georgia Power Co,703,Bowen,1BLR,1CT,1
7140,Georgia Power Co,703,Bowen,2BLR,2CT,1
7140,Georgia Power Co,703,Bowen,3BLR,3CT,1
7140,Georgia Power Co,703,Bowen,4BLR,4CT,1
7140,Georgia Power Co,708,Hammond,1,1,1
7140,Georgia Power Co,708,Hammond,2,2,1
7140,Georgia Power Co,708,Hammond,3,3,1
7140,Georgia Power Co,708,Hammond,4,4,1
7140,Georgia Power Co,709,Harllee Branch,1,1,1
7140,Georgia Power Co,709,Harllee Branch,2,2,1
7140,Georgia Power Co,709,Harllee Branch,3,3,1
7140,Georgia Power Co,709,Harllee Branch,4,4,1
7140,Georgia Power Co,710,Jack McDonough,4B,4,1
7140,Georgia Power Co,710,Jack McDonough,4A,4,1
7140,Georgia Power Co,710,Jack McDonough,5A,5,1
7140,Georgia Power Co,710,Jack McDonough,5B,5,1
7140,Georgia Power Co,710,Jack McDonough,6B,6,1
7140,Georgia Power Co,710,Jack McDonough,6A,6,1
7140,Georgia Power Co,710,Jack McDonough,MB1,MCS1,1
7140,Georgia Power Co,710,Jack McDonough,MB2,MCS2,1
7140,Georgia Power Co,715,McManus,1,1,1
7140,Georgia Power Co,715,McManus,2,2,1
7140,Georgia Power Co,727,Mitchell (GA),3,1,1
7140,Georgia Power Co,728,Yates,Y1BR,Y1CS,1
7140,Georgia Power Co,728,Yates,Y2BR,Y2CS,1
7140,Georgia Power Co,728,Yates,Y3BR,Y3CS,1
7140,Georgia Power Co,728,Yates,Y4BR,Y4CS,1
7140,Georgia Power Co,728,Yates,Y5BR,Y5CS,1
7140,Georgia Power Co,728,Yates,Y6BR,Y6CS,1
7140,Georgia Power Co,728,Yates,Y7BR,Y7CS,1
7140,Georgia Power Co,733,Kraft,4,1,1
7140,Georgia Power Co,733,Kraft,3,1,1
7140,Georgia Power Co,733,Kraft,2,1,1
7140,Georgia Power Co,733,Kraft,1,1,1
7140,Georgia Power Co,6051,Edwin I Hatch,NSS1,1,3
7140,Georgia Power Co,6051,Edwin I Hatch,NSS2,2,3
7140,Georgia Power Co,6052,Wansley,1,1,1
7140,Georgia Power Co,6052,Wansley,2,2,1
7140,Georgia Power Co,6124,McIntosh,1,1,1
7140,Georgia Power Co,6257,Scherer,1,1,1
7140,Georgia Power Co,6257,Scherer,2,2,1
7140,Georgia Power Co,6257,Scherer,3,3,1
7140,Georgia Power Co,6257,Scherer,4,4,1
7140,Georgia Power Co,56150,McIntosh Combined Cycle Facility,10B,10,1
7140,Georgia Power Co,56150,McIntosh Combined Cycle Facility,10A,10,1
7140,Georgia Power Co,56150,McIntosh Combined Cycle Facility,11B,11,1
7140,Georgia Power Co,56150,McIntosh Combined Cycle Facility,11A,11,1
7172,Georgia-PacificCedar Springs LLC,54101,Georgia-Pacific Cedar Springs,RB3,SC1,1
7172,Georgia-PacificCedar Springs LLC,54101,Georgia-Pacific Cedar Springs,PB1,SC1,1
7172,Georgia-PacificCedar Springs LLC,54101,Georgia-Pacific Cedar Springs,RB2,SC1,1
7172,Georgia-PacificCedar Springs LLC,54101,Georgia-Pacific Cedar Springs,RB1,SC2,1
7172,Georgia-PacificCedar Springs LLC,54101,Georgia-Pacific Cedar Springs,PB2,SC2,1
7294,City of Glendale - (CA),377,Grayson,8BC,1,1
7294,City of Glendale - (CA),377,Grayson,8A,1,1
7294,City of Glendale - (CA),377,Grayson,8BC,2,1
7294,City of Glendale - (CA),377,Grayson,8A,2,1
7294,City of Glendale - (CA),377,Grayson,3,3,1
7294,City of Glendale - (CA),377,Grayson,4,4,1
7294,City of Glendale - (CA),377,Grayson,5,5,1
7349,Golden Spread Electric Cooperativecomma Inc,55065,Mustang Station,HRSG2,CT,1
7349,Golden Spread Electric Cooperativecomma Inc,55065,Mustang Station,HRSG1,CT,1
7490,Grand River Dam Authority,165,GREC,1,1,1
7490,Grand River Dam Authority,165,GREC,2,2,1
7570,Great River Energy,2824,Stanton,10,1,1
7570,Great River Energy,2824,Stanton,1,1,1
7570,Great River Energy,6030,Coal Creek,2,9,1
7570,Great River Energy,6030,Coal Creek,1,9,1
7570,Great River Energy,56786,Spiritwood Station,1,1,1
7597,Green Country OP Services LLC,55146,Green Country Energy LLC,1,UNIT1,1
7597,Green Country OP Services LLC,55146,Green Country Energy LLC,2,UNIT2,1
7597,Green Country OP Services LLC,55146,Green Country Energy LLC,3,UNIT3,1
7667,Gregory Power Partners LP,55086,Gregory Power Facility,HRSG1A,MCT,1
7667,Gregory Power Partners LP,55086,Gregory Power Facility,HRSG1B,MCT,1
7724,GWF Energy LLC,55933,Tracy Combined Cycle Power Plant,3H0301,0H0701,1
7724,GWF Energy LLC,55933,Tracy Combined Cycle Power Plant,4H0401,0H0701,1
7801,Gulf Power Co,641,Crist,2,1,1
7801,Gulf Power Co,641,Crist,5,1,1
7801,Gulf Power Co,641,Crist,3,1,1
7801,Gulf Power Co,641,Crist,4,1,1
7801,Gulf Power Co,641,Crist,6,6,1
7801,Gulf Power Co,641,Crist,7,7,1
7801,Gulf Power Co,643,Lansing Smith,1,1,1
7801,Gulf Power Co,643,Lansing Smith,2,1,1
7801,Gulf Power Co,643,Lansing Smith,5,2,1
7801,Gulf Power Co,643,Lansing Smith,4,2,1
7869,Hermiston Power Partnership,55328,Hermiston Power Partnership,HRSG 1,CWS1,1
7869,Hermiston Power Partnership,55328,Hermiston Power Partnership,HRSG 2,CWS1,1
7977,City of Hamilton - (OH),2917,Hamilton (OH),HRB,5,1
7977,City of Hamilton - (OH),2917,Hamilton (OH),1,5,1
7977,City of Hamilton - (OH),2917,Hamilton (OH),7,7,1
7977,City of Hamilton - (OH),2917,Hamilton (OH),8,8,1
7977,City of Hamilton - (OH),2917,Hamilton (OH),9,9,1
8245,City of Hastings - (NE),60,Whelan Energy Center,1,1,1
8245,City of Hastings - (NE),60,Whelan Energy Center,2,2,1
8503,Hermiston Generating Co LP,54761,Hermiston Generating Plant,HRSG1,1CT,3
8503,Hermiston Generating Co LP,54761,Hermiston Generating Plant,HRSG3,2CT,3
9155,Inland Empire Energy Ctr LLC,55853,Inland Empire Energy Center,1,1,3
9155,Inland Empire Energy Ctr LLC,55853,Inland Empire Energy Center,2,2,3
9191,Idaho Power Co,57028,Langley Gulch Power Plant,1,CWS,1
9216,Imperial Irrigation District,389,El Centro,UNIT 2,2,1
9216,Imperial Irrigation District,389,El Centro,3,3,1
9216,Imperial Irrigation District,389,El Centro,HRSG32,30,1
9216,Imperial Irrigation District,389,El Centro,HRSG31,30,1
9216,Imperial Irrigation District,389,El Centro,4,4,1
9231,City of Independence - (MO),2132,Blue Valley,2,1,1
9231,City of Independence - (MO),2132,Blue Valley,1,1,1
9231,City of Independence - (MO),2132,Blue Valley,3,2,1
9267,Hoosier Energy R E Ccomma Inc,1043,Frank E Ratts,1SG1,1CW,1
9267,Hoosier Energy R E Ccomma Inc,1043,Frank E Ratts,2SG1,2CW,1
9267,Hoosier Energy R E Ccomma Inc,6213,Merom,1SG1,1CW,1
9267,Hoosier Energy R E Ccomma Inc,6213,Merom,2SG1,2CW,1
9269,Indiana-Kentucky Electric Corp,983,Clifty Creek,1,1,1
9269,Indiana-Kentucky Electric Corp,983,Clifty Creek,2,2,1
9269,Indiana-Kentucky Electric Corp,983,Clifty Creek,3,3,1
9269,Indiana-Kentucky Electric Corp,983,Clifty Creek,4,4,1
9269,Indiana-Kentucky Electric Corp,983,Clifty Creek,5,5,1
9269,Indiana-Kentucky Electric Corp,983,Clifty Creek,6,6,1
9273,Indianapolis Power & Light Co,990,Harding Street,9,3,1
9273,Indianapolis Power & Light Co,990,Harding Street,10,4,1
9273,Indianapolis Power & Light Co,990,Harding Street,50,50,1
9273,Indianapolis Power & Light Co,990,Harding Street,60,60,1
9273,Indianapolis Power & Light Co,990,Harding Street,70,70,1
9273,Indianapolis Power & Light Co,991,Eagle Valley (IN),1,1,1
9273,Indianapolis Power & Light Co,991,Eagle Valley (IN),2,2,1
9273,Indianapolis Power & Light Co,991,Eagle Valley (IN),3,3,1
9273,Indianapolis Power & Light Co,991,Eagle Valley (IN),4,4,1
9273,Indianapolis Power & Light Co,991,Eagle Valley (IN),5,5,1
9273,Indianapolis Power & Light Co,991,Eagle Valley (IN),6,6,1
9273,Indianapolis Power & Light Co,994,AES Petersburg,1,1,1
9273,Indianapolis Power & Light Co,994,AES Petersburg,2,2,1
9273,Indianapolis Power & Light Co,994,AES Petersburg,3,3,1
9273,Indianapolis Power & Light Co,994,AES Petersburg,4,4,1
9303,Verso Bucksport LLC,50243,Bucksport Generation LLC,7,CS1,1
9303,Verso Bucksport LLC,50243,Bucksport Generation LLC,5,CS1,1
9303,Verso Bucksport LLC,50243,Bucksport Generation LLC,8,CS1,1
9303,Verso Bucksport LLC,50243,Bucksport Generation LLC,9,CS1,1
9303,Verso Bucksport LLC,50243,Bucksport Generation LLC,6,CS1,1
9312,IPC-Mansfield Mill,54091,Mansfield Mill,HRSG,HRSGCT,1
9312,IPC-Mansfield Mill,54091,Mansfield Mill,RB1,MILLCT,1
9312,IPC-Mansfield Mill,54091,Mansfield Mill,RB2,MILLCT,1
9312,IPC-Mansfield Mill,54091,Mansfield Mill,PB2,MILLCT,1
9312,IPC-Mansfield Mill,54091,Mansfield Mill,PB1,MILLCT,1
9324,Indiana Michigan Power Co,988,Tanners Creek,U1,U1,1
9324,Indiana Michigan Power Co,988,Tanners Creek,U2,U2,1
9324,Indiana Michigan Power Co,988,Tanners Creek,U3,U3,1
9324,Indiana Michigan Power Co,988,Tanners Creek,U4,U4,1
9324,Indiana Michigan Power Co,6000,Donald C Cook,NSS1,UNIT1,3
9324,Indiana Michigan Power Co,6000,Donald C Cook,NSS2,UNIT2,3
9324,Indiana Michigan Power Co,6166,Rockport,MB1,CT1,1
9324,Indiana Michigan Power Co,6166,Rockport,MB2,CT2,1
9332,Indian River Operations Inc,594,Indian River Generating Station,1,1,1
9332,Indian River Operations Inc,594,Indian River Generating Station,2,2,1
9332,Indian River Operations Inc,594,Indian River Generating Station,3,3,1
9332,Indian River Operations Inc,594,Indian River Generating Station,4,4,1
9379,Inter-Power/AhlCon Partnerscomma L.P.,10143,Colver Power Project,ABB01,EBE,1
9417,Interstate Power and Light Co,1047,Lansing,1,1,1
9417,Interstate Power and Light Co,1047,Lansing,2,2,1
9417,Interstate Power and Light Co,1047,Lansing,3,3,1
9417,Interstate Power and Light Co,1047,Lansing,4,4,1
9417,Interstate Power and Light Co,1048,Milton L Kapp,1,1,1
9417,Interstate Power and Light Co,1048,Milton L Kapp,2,2,1
9417,Interstate Power and Light Co,1073,Prairie Creek,3,2,1
9417,Interstate Power and Light Co,1073,Prairie Creek,4,3,1
9417,Interstate Power and Light Co,1077,Sutherland,2,1,1
9417,Interstate Power and Light Co,1077,Sutherland,1,1,1
9417,Interstate Power and Light Co,1077,Sutherland,3,2,1
9417,Interstate Power and Light Co,1104,Burlington (IA),1,1,1
9417,Interstate Power and Light Co,6254,Ottumwa,1,1,1
9417,Interstate Power and Light Co,8031,Emery Station,2,1,1
9417,Interstate Power and Light Co,8031,Emery Station,1,1,1
9417,Interstate Power and Light Co,58236,Marshalltown Generating Station,HRSG2,1,3
9417,Interstate Power and Light Co,58236,Marshalltown Generating Station,HRSG1,1,3
9424,International Paper Co-Eastovr,52151,International Paper Eastover Facility,PB1,1CT,1
9424,International Paper Co-Eastovr,52151,International Paper Eastover Facility,RF1,1CT,1
9424,International Paper Co-Eastovr,52151,International Paper Eastover Facility,RF1,1CW,1
9424,International Paper Co-Eastovr,52151,International Paper Eastover Facility,PB1,1CW,1
9617,JEA,207,St Johns River Power Park,1,1,1
9617,JEA,207,St Johns River Power Park,2,2,1
9617,JEA,667,Northside Generating Station,1,1,1
9617,JEA,667,Northside Generating Station,2,2,1
9617,JEA,667,Northside Generating Station,3,3,1
9617,JEA,7846,Brandy Branch,HRSG2,2,1
9617,JEA,7846,Brandy Branch,HRSG3,3,1
9628,Hopewell Operating Services LLC,10377,James River Genco LLC,1C,UNIT1,1
9628,Hopewell Operating Services LLC,10377,James River Genco LLC,1B,UNIT1,1
9628,Hopewell Operating Services LLC,10377,James River Genco LLC,1A,UNIT1,1
9628,Hopewell Operating Services LLC,10377,James River Genco LLC,2B,UNIT2,1
9628,Hopewell Operating Services LLC,10377,James River Genco LLC,2C,UNIT2,1
9628,Hopewell Operating Services LLC,10377,James River Genco LLC,2A,UNIT2,1
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,4REC,CLTWRS,1
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,5REC,CLTWRS,1
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,5PWR,CLTWRS,1
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,7PWR,CLTWRS,1
9996,City of Kansas City - (KS),1294,Kaw,2,1,1
9996,City of Kansas City - (KS),1294,Kaw,3,1,1
9996,City of Kansas City - (KS),1294,Kaw,1,1,1
9996,City of Kansas City - (KS),1295,Quindaro,2,1,1
9996,City of Kansas City - (KS),1295,Quindaro,1,1,1
9996,City of Kansas City - (KS),6064,Nearman Creek,N1,NCS,1
9996,City of Kansas City - (KS),6064,Nearman Creek,N1,NCS2,1
10000,Kansas City Power & Light Co,1241,La Cygne,1,1,1
10000,Kansas City Power & Light Co,1241,La Cygne,2,2,1
10000,Kansas City Power & Light Co,2079,Hawthorn,5A,5,1
10000,Kansas City Power & Light Co,2079,Hawthorn,9,9,1
10000,Kansas City Power & Light Co,2080,Montrose,2,1,1
10000,Kansas City Power & Light Co,2080,Montrose,1,1,1
10000,Kansas City Power & Light Co,2080,Montrose,1,2,1
10000,Kansas City Power & Light Co,2080,Montrose,2,2,1
10000,Kansas City Power & Light Co,2080,Montrose,3,3,1
10000,Kansas City Power & Light Co,6065,Iatan,1,1,1
10000,Kansas City Power & Light Co,6065,Iatan,2,2,1
10005,Kansas Gas & Electric Co,1240,Gordon Evans Energy Center,1,1,1
10005,Kansas Gas & Electric Co,1240,Gordon Evans Energy Center,2,2,1
10005,Kansas Gas & Electric Co,1242,Murray Gill,1,1,1
10005,Kansas Gas & Electric Co,1242,Murray Gill,2,2,1
10005,Kansas Gas & Electric Co,1242,Murray Gill,3,3,1
10005,Kansas Gas & Electric Co,1242,Murray Gill,4,4,1
10023,TC Ravenswood LLC,2500,Ravenswood,10,1,1
10023,TC Ravenswood LLC,2500,Ravenswood,20,2,1
10023,TC Ravenswood LLC,2500,Ravenswood,30,3,1
10023,TC Ravenswood LLC,2500,Ravenswood,40,4,1
10171,Kentucky Utilities Co,1355,E W Brown,1,1,1
10171,Kentucky Utilities Co,1355,E W Brown,2,2,1
10171,Kentucky Utilities Co,1355,E W Brown,3,3,1
10171,Kentucky Utilities Co,1356,Ghent,1,1,1
10171,Kentucky Utilities Co,1356,Ghent,2,1,1
10171,Kentucky Utilities Co,1356,Ghent,2,2,1
10171,Kentucky Utilities Co,1356,Ghent,1,2,1
10171,Kentucky Utilities Co,1356,Ghent,3,3,1
10171,Kentucky Utilities Co,1356,Ghent,4,3,1
10171,Kentucky Utilities Co,1356,Ghent,4,4,1
10171,Kentucky Utilities Co,1356,Ghent,3,4,1
10171,Kentucky Utilities Co,1357,Green River,4,3,1
10171,Kentucky Utilities Co,1357,Green River,5,4,1
10362,Kiowa Power Partners LLC,55501,Kiamichi Energy Facility,HRSG1,CLTWR1,1
10362,Kiowa Power Partners LLC,55501,Kiamichi Energy Facility,HRSG2,CLTWR1,1
10362,Kiowa Power Partners LLC,55501,Kiamichi Energy Facility,HRSG4,CLTWR2,1
10362,Kiowa Power Partners LLC,55501,Kiamichi Energy Facility,HRSG3,CLTWR2,1
10376,Kissimmee Utility Authority,7238,Cane Island,MS2B,CS2,1
10376,Kissimmee Utility Authority,7238,Cane Island,MS3B,CS3,1
10376,Kissimmee Utility Authority,7238,Cane Island,MS4,CS4,1
10576,Lake Road Generating Co LP,55149,Lake Road Generating Plant,1HA,UNIT1,3
10576,Lake Road Generating Co LP,55149,Lake Road Generating Plant,2HA,UNIT2,3
10576,Lake Road Generating Co LP,55149,Lake Road Generating Plant,3HA,UNIT3,3
10623,City of Lakeland - (FL),676,C D McIntosh Jr,1,U1,1
10623,City of Lakeland - (FL),676,C D McIntosh Jr,2,U2,1
10623,City of Lakeland - (FL),676,C D McIntosh Jr,3,U3,1
10623,City of Lakeland - (FL),676,C D McIntosh Jr,HRSG,U5,1
10755,Lamar Power Partners LP,55097,Lamar Power Project,HRSG1,TOW1,1
10755,Lamar Power Partners LP,55097,Lamar Power Project,HRSG2,TOW1,1
10755,Lamar Power Partners LP,55097,Lamar Power Project,HRSG4,TOW2,1
10755,Lamar Power Partners LP,55097,Lamar Power Project,HRSG3,TOW2,1
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,HRSG1,CT1,3
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,HRSG2,CT2,3
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,HRSG3,CT3,3
11208,Los Angeles Department of Water & Power,400,Haynes,1,1,1
11208,Los Angeles Department of Water & Power,400,Haynes,2,2,1
11208,Los Angeles Department of Water & Power,400,Haynes,5,5,1
11208,Los Angeles Department of Water & Power,400,Haynes,6,6,1
11208,Los Angeles Department of Water & Power,400,Haynes,HRSG10,8,1
11208,Los Angeles Department of Water & Power,400,Haynes,HRSG9,8,1
11208,Los Angeles Department of Water & Power,404,Scattergood,2,CW12,1
11208,Los Angeles Department of Water & Power,404,Scattergood,1,CW12,1
11208,Los Angeles Department of Water & Power,404,Scattergood,3,CW3,1
11208,Los Angeles Department of Water & Power,408,Valley (CA),6,8,1
11208,Los Angeles Department of Water & Power,408,Valley (CA),7,8,1
11208,Los Angeles Department of Water & Power,6481,Intermountain Power Project,1SGA,1HRC,1
11208,Los Angeles Department of Water & Power,6481,Intermountain Power Project,2SGA,2HRC,1
11208,Los Angeles Department of Water & Power,55514,Apex Generating Station,CTG01,ACC1,1
11208,Los Angeles Department of Water & Power,55514,Apex Generating Station,CTG02,ACC1,1
11241,Entergy Louisiana LLC,1402,Little Gypsy,1,1,1
11241,Entergy Louisiana LLC,1402,Little Gypsy,2,2,1
11241,Entergy Louisiana LLC,1402,Little Gypsy,3,3,1
11241,Entergy Louisiana LLC,1403,Nine Mile Point,1,1,1
11241,Entergy Louisiana LLC,1403,Nine Mile Point,2,1,1
11241,Entergy Louisiana LLC,1403,Nine Mile Point,3,3,1
11241,Entergy Louisiana LLC,1403,Nine Mile Point,4,4,1
11241,Entergy Louisiana LLC,1403,Nine Mile Point,5,5,1
11241,Entergy Louisiana LLC,1403,Nine Mile Point,6BHRSG,60CWS,1
11241,Entergy Louisiana LLC,1403,Nine Mile Point,6AHRSG,60CWS,1
11241,Entergy Louisiana LLC,1404,Sterlington,7AB,2,3
11241,Entergy Louisiana LLC,1404,Sterlington,10,3,3
11241,Entergy Louisiana LLC,1448,Monroe (LA),10,1,4
11241,Entergy Louisiana LLC,1448,Monroe (LA),12,2,4
11241,Entergy Louisiana LLC,1448,Monroe (LA),11,2,4
11241,Entergy Louisiana LLC,4270,Waterford 3,NSS3,CW,3
11241,Entergy Louisiana LLC,8056,Waterford 1 & 2,2,1,1
11241,Entergy Louisiana LLC,8056,Waterford 1 & 2,1,1,1
11241,Entergy Louisiana LLC,55467,Ouachita,1,UNIT1,1
11241,Entergy Louisiana LLC,55467,Ouachita,2,UNIT2,1
11241,Entergy Louisiana LLC,55467,Ouachita,3,UNIT3,1
11241,Entergy Louisiana LLC,55620,Perryville Power Station,1-2,1,1
11241,Entergy Louisiana LLC,55620,Perryville Power Station,1-1,1,1
11249,Louisville Gas & Electric Co,1363,Cane Run,4,4,1
11249,Louisville Gas & Electric Co,1363,Cane Run,5,5,1
11249,Louisville Gas & Electric Co,1363,Cane Run,6,6,1
11249,Louisville Gas & Electric Co,1363,Cane Run,7,7,1
11249,Louisville Gas & Electric Co,1364,Mill Creek (KY),1,1,1
11249,Louisville Gas & Electric Co,1364,Mill Creek (KY),2,2,1
11249,Louisville Gas & Electric Co,1364,Mill Creek (KY),3,3,1
11249,Louisville Gas & Electric Co,1364,Mill Creek (KY),4,4,1
11249,Louisville Gas & Electric Co,6071,Trimble County,1,1,1
11249,Louisville Gas & Electric Co,6071,Trimble County,2,2,1
11252,Louisiana Generating LLC,1464,Big Cajun 1,1B1,1C1,1
11252,Louisiana Generating LLC,1464,Big Cajun 1,1B2,1C2,1
11252,Louisiana Generating LLC,6055,Big Cajun 2,2B1,2C1,1
11252,Louisiana Generating LLC,6055,Big Cajun 2,2B2,2C2,1
11252,Louisiana Generating LLC,6055,Big Cajun 2,2B3,2C3,1
11269,Lower Colorado River Authority,3601,Sim Gideon,1,CP1,1
11269,Lower Colorado River Authority,3601,Sim Gideon,2,CP2,1
11269,Lower Colorado River Authority,3601,Sim Gideon,3,CP3,1
11269,Lower Colorado River Authority,4937,Thomas C Ferguson,CT-1,1,3
11269,Lower Colorado River Authority,4937,Thomas C Ferguson,1,1,3
11269,Lower Colorado River Authority,6179,Fayette Power Project,1,1,1
11269,Lower Colorado River Authority,6179,Fayette Power Project,2,2,1
11269,Lower Colorado River Authority,6179,Fayette Power Project,3,3,1
11269,Lower Colorado River Authority,55154,Lost Pines 1 Power Project,2,1,3
11269,Lower Colorado River Authority,55154,Lost Pines 1 Power Project,1,1,3
11275,Lower Mount Bethel Energy LLC,55667,Lower Mount Bethel Energy,HRSG 2,CS1,1
11275,Lower Mount Bethel Energy LLC,55667,Lower Mount Bethel Energy,HRSG 1,CS1,1
11479,Madison Gas & Electric Co,3992,Blount Street,3,1,1
11479,Madison Gas & Electric Co,3992,Blount Street,7,1,1
11479,Madison Gas & Electric Co,3992,Blount Street,11,1,1
11479,Madison Gas & Electric Co,3992,Blount Street,1,1,1
11479,Madison Gas & Electric Co,3992,Blount Street,2,1,1
11479,Madison Gas & Electric Co,3992,Blount Street,6,1,1
11479,Madison Gas & Electric Co,3992,Blount Street,5,1,1
11479,Madison Gas & Electric Co,3992,Blount Street,8,2,1
11479,Madison Gas & Electric Co,3992,Blount Street,6,2,1
11479,Madison Gas & Electric Co,3992,Blount Street,3,2,1
11479,Madison Gas & Electric Co,3992,Blount Street,9,2,1
11479,Madison Gas & Electric Co,3992,Blount Street,7,2,1
11479,Madison Gas & Electric Co,3992,Blount Street,5,2,1
11479,Madison Gas & Electric Co,3992,Blount Street,11,2,1
11571,Manitowoc Public Utilities,4125,Manitowoc,8,1,1
11571,Manitowoc Public Utilities,4125,Manitowoc,6,1,1
11571,Manitowoc Public Utilities,4125,Manitowoc,9,1,1
11806,Massachusetts Mun Wholes Electric Co,6081,Stony Brook,1A,COOL1,3
11806,Massachusetts Mun Wholes Electric Co,6081,Stony Brook,1C,COOL1,3
11806,Massachusetts Mun Wholes Electric Co,6081,Stony Brook,1B,COOL1,3
11806,Massachusetts Mun Wholes Electric Co,6081,Stony Brook,CA1,D COND,3
12199,Montana-Dakota Utilities Co,2790,R M Heskett,B1,C12,1
